Row;s_RTS_code;e_full_name;s_sec_type_name_dop;s_sec_form_name_full;s_zagolovok_adr;s_ISIN_code;s_CFI_code;s_trade_lot;s_step_price;s_currency_kotir;s_trade_in_date;Торговый календарь
1125;NWSA;News Corporation;Акции;Акции иностранного эмитента обыкновенные класса A;;US65249B1098;;1,00;0,01;USD;14.06.2017 0:00:00;Эмитенты с листингом в США
1126;NXPI;NXP Semiconductors N.V.;Акции;Акции иностранного эмитента обыкновенные;;NL0009538784;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1127;NXST;Nexstar Media Group, Inc.;Акции;Акции иностранного эмитента обыкновенные класса A;;US65336K1034;;1,00;0,01;USD;28.02.2019 0:00:00;Эмитенты с листингом в США
1128;NYCB;New York Community Bancorp, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6494451031;;1,00;0,01;USD;26.10.2021 0:00:00;Эмитенты с листингом в США
1129;NYT;The New York Times Company;Акции;Акции иностранного эмитента обыкновенные класса A;;US6501111073;;1,00;0,01;USD;18.05.2020 0:00:00;Эмитенты с листингом в США
1130;O;Realty Income Corporation;Акции;Акции иностранного эмитента обыкновенные;;US7561091049;;1,00;0,01;USD;01.06.2017 0:00:00;Эмитенты с листингом в США
1131;OC;Owens Corning;Акции;Акции иностранного эмитента обыкновенные;;US6907421019;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1132;ODFL;Old Dominion Freight Line, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6795801009;;1,00;0,01;USD;31.01.2019 0:00:00;Эмитенты с листингом в США
1133;OFIX;Orthofix Medical Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68752M1080;;1,00;0,01;USD;11.06.2019 0:00:00;Эмитенты с листингом в США
1134;OGE;OGE Energy Corp.;Акции;Акции иностранного эмитента обыкновенные;;US6708371033;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
1135;OGN;Organon & Co.;Акции;Акции иностранного эмитента обыкновенные;;US68622V1061;;1,00;0,01;USD;03.06.2021 0:00:00;Эмитенты с листингом в США
1136;OGS;ONE Gas, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US68235P1084;;1,00;0,01;USD;29.07.2020 0:00:00;Эмитенты с листингом в США
1137;OGZD@GS;The Bank of New York Mellon;Депозитарные расписки;Депозитарные расписки иностранного эмитента на акции обыкновенные;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  ПАО "Газпром";US3682872078;;1,00;0,01;USD;22.04.2021 0:00:00;Эмитенты с листингом на LSE
1138;OHI;Omega Healthcare Investors, Inc.;Акции;Акции иностранного эмитента обыкновенные;;US6819361006;;1,00;0,01;USD;04.12.2020 0:00:00;Эмитенты с листингом в США
